LOP(亮度)	x	y
73	6	23
27	7	23
25	8	23
44	9	23
37	10	23
23	11	23
43	12	23
1	13	23
63	14	23
45	15	23
49	16	23
67	17	23
78	18	23
81	19	23
71	20	23
39	21	23
45	22	23
43	23	23
29	24	23
32	25	23
39	26	23
19	27	23
21	28	23
37	29	23
36	30	23
43	31	23
73	32	23
37	33	23
49	34	23
23	35	23
57	36	23
43	37	23
46	38	23
48	39	23
50	40	23
41	41	23
31	42	23
32	43	23
50	44	23
77	45	23
49	46	23
50	47	23
20	48	23
1	49	23
71	50	23
19	51	23
67	52	23
17	53	23
61	54	23
52	55	23
9	56	23
19	57	23
50	58	23
49	59	23
62	60	23
32	61	23
5	62	23
71	63	23
71	64	23
62	65	23
52	66	23
59	67	23
47	68	23
39	69	23
25	70	23
37	71	23
21	72	23
47	73	23
39	74	23
99	75	23
85	76	23
95	77	23
91	78	23
48	79	23
41	80	23
23	81	23
51	82	23
63	83	23
83	84	23
75	85	23
85	86	23
64	87	23
75	88	23
72	89	23
62	90	23
37	91	23
27	92	23
19	93	23
25	94	23
87	95	23
51	96	23
55	97	23
69	98	23
63	99	23
59	100	23
47	0	24
32	1	24
29	2	24
23	3	24
29	4	24
44	5	24
59	6	24
55	7	24
77	8	24
61	9	24
41	10	24
13	11	24
18	12	24
11	13	24
7	14	24
17	15	24
97	16	24
85	17	24
73	18	24
77	19	24
99	20	24
73	21	24
31	22	24
49	23	24
25	24	24
32	25	24
28	26	24
1	27	24
7	28	24
51	29	24
32	30	24
3	31	24
81	32	24
40	33	24
5	34	24
21	35	24
59	36	24
33	37	24
43	38	24
50	39	24
77	40	24
51	41	24
39	42	24
13	43	24
40	44	24
46	45	24
9	46	24
49	47	24
11	48	24
14	49	24
28	50	24
7	51	24
38	52	24
40	53	24
52	54	24
73	55	24
53	56	24
60	57	24
97	58	24
62	59	24
67	60	24
49	61	24
32	62	24
25	63	24
61	64	24
57	65	24
69	66	24
99	67	24
65	68	24
53	69	24
57	70	24
45	71	24
47	72	24
81	73	24
19	74	24
50	75	24
39	76	24
17	77	24
7	78	24
25	79	24
79	80	24
56	81	24
58	82	24
64	83	24
61	84	24
99	85	24
9	86	24
49	87	24
68	88	24
66	89	24
57	90	24
45	91	24
35	92	24
55	93	24
44	94	24
60	95	24
54	96	24
53	97	24
59	98	24
62	99	24
63	100	24
67	0	25
9	1	25
29	2	25
25	3	25
35	4	25
44	5	25
65	6	25
59	7	25
58	8	25
15	9	25
54	10	25
71	11	25
7	12	25
19	13	25
36	14	25
89	15	25
5	16	25
36	17	25
53	18	25
55	19	25
47	20	25
69	21	25
35	22	25
52	23	25
53	24	25
44	25	25
41	26	25
36	27	25
33	28	25
46	29	25
37	30	25
41	31	25
47	32	25
40	33	25
57	34	25
35	35	25
39	36	25
32	37	25
35	38	25
35	39	25
66	40	25
97	41	25
62	42	25
44	43	25
53	44	25
61	45	25
37	46	25
39	47	25
28	48	25
17	49	25
20	50	25
20	51	25
39	52	25
52	53	25
37	54	25
97	55	25
73	56	25
73	57	25
68	58	25
37	59	25
97	60	25
64	61	25
50	62	25
59	63	25
91	64	25
69	65	25
67	66	25
75	67	25
63	68	25
50	69	25
48	70	25
41	71	25
41	72	25
29	73	25
36	74	25
45	75	25
5	76	25
29	77	25
41	78	25
91	79	25
75	80	25
65	81	25
60	82	25
75	83	25
63	84	25
57	85	25
53	86	25
55	87	25
85	88	25
65	89	25
58	90	25
53	91	25
48	92	25
37	93	25
37	94	25
55	95	25
52	96	25
53	97	25
57	98	25
65	99	25
67	100	25
52	0	26
38	1	26
37	2	26
7	3	26
41	4	26
33	5	26
59	6	26
59	7	26
83	8	26
57	9	26
91	10	26
87	11	26
5	12	26
21	13	26
30	14	26
31	15	26
15	16	26
3	17	26
47	18	26
63	19	26
67	20	26
64	21	26
99	22	26
74	23	26
61	24	26
51	25	26
55	26	26
69	27	26
91	28	26
63	29	26
31	30	26
1	31	26
29	32	26
17	33	26
43	34	26
23	35	26
17	36	26
23	37	26
31	38	26
39	39	26
56	40	26
72	41	26
69	42	26
49	43	26
40	44	26
9	45	26
29	46	26
42	47	26
47	48	26
5	49	26
17	50	26
15	51	26
47	52	26
93	53	26
71	54	26
89	55	26
64	56	26
93	57	26
65	58	26
57	59	26
85	60	26
62	61	26
47	62	26
54	63	26
55	64	26
61	65	26
57	66	26
72	67	26
60	68	26
39	69	26
45	70	26
5	71	26
49	72	26
65	73	26
51	74	26
91	75	26
87	76	26
53	77	26
39	78	26
33	79	26
53	80	26
35	81	26
42	82	26
46	83	26
43	84	26
15	85	26
93	86	26
35	87	26
85	88	26
53	89	26
55	90	26
60	91	26
67	92	26
9	93	26
39	94	26
56	95	26
47	96	26
51	97	26
43	98	26
77	99	26
72	100	26
51	0	27
55	1	27
75	2	27
59	3	27
91	4	27
11	5	27
79	6	27
56	7	27
45	8	27
41	9	27
1	10	27
51	11	27
30	12	27
30	13	27
34	14	27
49	15	27
23	16	27
33	17	27
71	18	27
39	19	27
97	20	27
21	21	27
3	22	27
83	23	27
69	24	27
89	25	27
60	26	27
62	27	27
71	28	27
85	29	27
67	30	27
47	31	27
57	32	27
9	33	27
81	34	27
53	35	27
25	36	27
13	37	27
27	38	27
35	39	27
49	40	27
65	41	27
93	42	27
43	43	27
51	44	27
24	45	27
29	46	27
55	47	27
65	48	27
95	49	27
48	50	27
34	51	27
41	52	27
62	53	27
66	54	27
54	55	27
1	56	27
54	57	27
39	58	27
1	59	27
58	60	27
52	61	27
21	62	27
57	63	27
53	64	27
65	65	27
69	66	27
97	67	27
65	68	27
45	69	27
89	70	27
9	71	27
87	72	27
39	73	27
3	74	27
66	75	27
75	76	27
59	77	27
31	78	27
54	79	27
71	80	27
3	81	27
28	82	27
25	83	27
48	84	27
53	85	27
67	86	27
53	87	27
29	88	27
51	89	27
51	90	27
67	91	27
69	92	27
93	93	27
57	94	27
83	95	27
29	96	27
54	97	27
69	98	27
85	99	27
72	100	27
23	0	28
56	1	28
54	2	28
65	3	28
62	4	28
44	5	28
49	6	28
43	7	28
1	8	28
33	9	28
25	10	28
37	11	28
35	12	28
35	13	28
29	14	28
39	15	28
33	16	28
37	17	28
48	18	28
49	19	28
9	20	28
41	21	28
67	22	28
99	23	28
93	24	28
21	25	28
35	26	28
47	27	28
47	28	28
19	29	28
50	30	28
64	31	28
89	32	28
56	33	28
57	34	28
42	35	28
19	36	28
27	37	28
31	38	28
28	39	28
39	40	28
47	41	28
51	42	28
95	43	28
49	44	28
9	45	28
7	46	28
85	47	28
63	48	28
93	49	28
47	50	28
33	51	28
21	52	28
50	53	28
75	54	28
63	55	28
49	56	28
85	57	28
64	58	28
85	59	28
97	60	28
67	61	28
69	62	28
58	63	28
36	64	28
9	65	28
58	66	28
70	67	28
61	68	28
51	69	28
49	70	28
85	71	28
77	72	28
3	73	28
79	74	28
97	75	28
89	76	28
64	77	28
60	78	28
83	79	28
13	80	28
49	81	28
42	82	28
48	83	28
71	84	28
83	85	28
70	86	28
69	87	28
51	88	28
63	89	28
97	90	28
58	91	28
50	92	28
33	93	28
13	94	28
9	95	28
43	96	28
69	97	28
60	98	28
39	99	28
60	100	28
60	0	29
93	1	29
23	2	29
37	3	29
49	4	29
54	5	29
31	6	29
17	7	29
15	8	29
23	9	29
30	10	29
37	11	29
40	12	29
46	13	29
71	14	29
47	15	29
35	16	29
34	17	29
36	18	29
33	19	29
39	20	29
38	21	29
43	22	29
17	23	29
54	24	29
29	25	29
38	26	29
46	27	29
52	28	29
69	29	29
53	30	29
69	31	29
93	32	29
71	33	29
50	34	29
39	35	29
25	36	29
45	37	29
41	38	29
9	39	29
32	40	29
34	41	29
56	42	29
91	43	29
51	44	29
17	45	29
99	46	29
76	47	29
61	48	29
65	49	29
79	50	29
55	51	29
38	52	29
45	53	29
99	54	29
75	55	29
49	56	29
57	57	29
49	58	29
29	59	29
55	60	29
52	61	29
27	62	29
71	63	29
25	64	29
36	65	29
87	66	29
64	67	29
61	68	29
51	69	29
54	70	29
62	71	29
51	72	29
1	73	29
42	74	29
49	75	29
53	76	29
48	77	29
62	78	29
63	79	29
15	80	29
35	81	29
45	82	29
53	83	29
89	84	29
67	85	29
61	86	29
54	87	29
45	88	29
55	89	29
71	90	29
19	91	29
41	92	29
7	93	29
53	94	29
30	95	29
25	96	29
57	97	29
65	98	29
79	99	29
68	100	29
66	0	30
75	1	30
50	2	30
11	3	30
43	4	30
95	5	30
3	6	30
57	7	30
22	8	30
13	9	30
36	10	30
40	11	30
40	12	30
40	13	30
40	14	30
34	15	30
26	16	30
27	17	30
29	18	30
27	19	30
11	20	30
30	21	30
13	22	30
9	23	30
79	24	30
3	25	30
43	26	30
45	27	30
47	28	30
69	29	30
66	30	30
69	31	30
78	32	30
87	33	30
33	34	30
39	35	30
43	36	30
50	37	30
81	38	30
93	39	30
45	40	30
3	41	30
49	42	30
97	43	30
68	44	30
48	45	30
79	46	30
59	47	30
40	48	30
15	49	30
36	50	30
23	51	30
31	52	30
41	53	30
59	54	30
91	55	30
54	56	30
46	57	30
48	58	30
42	59	30
51	60	30
59	61	30
44	62	30
52	63	30
38	64	30
23	65	30
9	66	30
38	67	30
7	68	30
39	69	30
53	70	30
59	71	30
47	72	30
33	73	30
41	74	30
7	75	30
23	76	30
15	77	30
77	78	30
58	79	30
40	80	30
33	81	30
51	82	30
31	83	30
7	84	30
37	85	30
44	86	30
43	87	30
19	88	30
41	89	30
46	90	30
69	91	30
49	92	30
41	93	30
41	94	30
35	95	30
93	96	30
61	97	30
45	98	30
67	99	30
67	100	30
64	0	31
70	1	31
93	2	31
38	3	31
43	4	31
25	5	31
3	6	31
33	7	31
5	8	31
31	9	31
63	10	31
47	11	31
41	12	31
36	13	31
15	14	31
24	15	31
7	16	31
20	17	31
26	18	31
15	19	31
1	20	31
61	21	31
33	22	31
45	23	31
97	24	31
47	25	31
49	26	31
47	27	31
67	28	31
97	29	31
73	30	31
63	31	31
63	32	31
50	33	31
39	34	31
97	35	31
58	36	31
33	37	31
67	38	31
81	39	31
52	40	31
32	41	31
43	42	31
58	43	31
77	44	31
29	45	31
27	46	31
41	47	31
25	48	31
31	49	31
27	50	31
15	51	31
25	52	31
29	53	31
7	54	31
3	55	31
31	56	31
27	57	31
53	58	31
43	59	31
47	60	31
51	61	31
39	62	31
55	63	31
52	64	31
43	65	31
44	66	31
73	67	31
40	68	31
45	69	31
61	70	31
53	71	31
46	72	31
46	73	31
81	74	31
50	75	31
19	76	31
75	77	31
75	78	31
52	79	31
53	80	31
9	81	31
53	82	31
15	83	31
69	84	31
45	85	31
37	86	31
56	87	31
47	88	31
37	89	31
5	90	31
21	91	31
48	92	31
83	93	31
77	94	31
56	95	31
97	96	31
52	97	31
11	98	31
77	99	31
66	100	31
55	0	32
48	1	32
21	2	32
7	3	32
69	4	32
53	5	32
55	6	32
69	7	32
43	8	32
44	9	32
83	10	32
58	11	32
53	12	32
47	13	32
31	14	32
41	15	32
18	16	32
23	17	32
39	18	32
47	19	32
24	20	32
44	21	32
39	22	32
44	23	32
54	24	32
39	25	32
61	26	32
27	27	32
79	28	32
71	29	32
67	30	32
85	31	32
63	32	32
11	33	32
15	34	32
60	35	32
60	36	32
45	37	32
45	38	32
15	39	32
49	40	32
33	41	32
31	42	32
17	43	32
52	44	32
89	45	32
83	46	32
55	47	32
42	48	32
35	49	32
39	50	32
73	51	32
51	52	32
39	53	32
15	54	32
22	55	32
41	56	32
69	57	32
95	58	32
29	59	32
43	60	32
59	61	32
89	62	32
77	63	32
75	64	32
53	65	32
51	66	32
52	67	32
37	68	32
42	69	32
47	70	32
46	71	32
39	72	32
23	73	32
53	74	32
93	75	32
43	76	32
68	77	32
99	78	32
23	79	32
39	80	32
43	81	32
75	82	32
97	83	32
31	84	32
40	85	32
58	86	32
99	87	32
75	88	32
57	89	32
57	90	32
44	91	32
40	92	32
15	93	32
23	94	32
17	95	32
49	96	32
39	97	32
43	98	32
55	99	32
56	100	32
53	0	33
47	1	33
23	2	33
19	3	33
75	4	33
71	5	33
95	6	33
71	7	33
53	8	33
21	9	33
43	10	33
51	11	33
69	12	33
67	13	33
73	14	33
91	15	33
1	16	33
27	17	33
45	18	33
81	19	33
7	20	33
53	21	33
37	22	33
37	23	33
38	24	33
35	25	33
42	26	33
37	27	33
47	28	33
35	29	33
41	30	33
29	31	33
47	32	33
45	33	33
87	34	33
68	35	33
77	36	33
55	37	33
38	38	33
17	39	33
99	40	33
19	41	33
31	42	33
28	43	33
25	44	33
56	45	33
52	46	33
53	47	33
53	48	33
31	49	33
45	50	33
58	51	33
69	52	33
61	53	33
38	54	33
31	55	33
51	56	33
85	57	33
45	58	33
87	59	33
39	60	33
54	61	33
71	62	33
75	63	33
7	64	33
43	65	33
55	66	33
47	67	33
41	68	33
39	69	33
41	70	33
45	71	33
41	72	33
29	73	33
45	74	33
67	75	33
65	76	33
55	77	33
77	78	33
63	79	33
39	80	33
48	81	33
56	82	33
53	83	33
19	84	33
27	85	33
59	86	33
91	87	33
99	88	33
59	89	33
46	90	33
58	91	33
55	92	33
53	93	33
77	94	33
67	95	33
44	96	33
13	97	33
67	98	33
47	99	33
45	100	33
57	0	34
65	1	34
93	2	34
69	3	34
17	4	34
64	5	34
73	6	34
41	7	34
79	8	34
57	9	34
17	10	34
33	11	34
50	12	34
81	13	34
47	14	34
43	15	34
11	16	34
41	17	34
55	18	34
79	19	34
83	20	34
3	21	34
19	22	34
29	23	34
26	24	34
21	25	34
35	26	34
35	27	34
38	28	34
15	29	34
36	30	34
51	31	34
52	32	34
53	33	34
47	34	34
49	35	34
60	36	34
51	37	34
35	38	34
31	39	34
11	40	34
29	41	34
45	42	34
41	43	34
87	44	34
57	45	34
19	46	34
52	47	34
87	48	34
33	49	34
55	50	34
45	51	34
57	52	34
87	53	34
46	54	34
13	55	34
46	56	34
71	57	34
61	58	34
95	59	34
35	60	34
49	61	34
59	62	34
63	63	34
49	64	34
65	65	34
81	66	34
41	67	34
40	68	34
33	69	34
33	70	34
41	71	34
51	72	34
7	73	34
34	74	34
65	75	34
91	76	34
73	77	34
93	78	34
58	79	34
53	80	34
56	81	34
47	82	34
42	83	34
59	84	34
95	85	34
63	86	34
1	87	34
43	88	34
33	89	34
13	90	34
89	91	34
67	92	34
64	93	34
58	94	34
44	95	34
48	96	34
46	97	34
25	98	34
21	99	34
34	100	34
52	0	35
65	1	35
77	2	35
53	3	35
93	4	35
95	5	35
93	6	35
50	7	35
19	8	35
33	9	35
21	10	35
17	11	35
19	12	35
59	13	35
93	14	35
29	15	35
39	16	35
73	17	35
46	18	35
21	19	35
71	20	35
28	21	35
9	22	35
33	23	35
19	24	35
40	25	35
79	26	35
57	27	35
56	28	35
37	29	35
38	30	35
43	31	35
57	32	35
71	33	35
71	34	35
23	35	35
63	36	35
95	37	35
23	38	35
63	39	35
1	40	35
43	41	35
81	42	35
99	43	35
83	44	35
69	45	35
37	46	35
50	47	35
61	48	35
83	49	35
60	50	35
48	51	35
43	52	35
3	53	35
49	54	35
36	55	35
51	56	35
93	57	35
33	58	35
63	59	35
58	60	35
49	61	35
55	62	35
81	63	35
61	64	35
61	65	35
62	66	35
50	67	35
48	68	35
69	69	35
17	70	35
37	71	35
42	72	35
28	73	35
19	74	35
27	75	35
57	76	35
55	77	35
65	78	35
23	79	35
59	80	35
75	81	35
35	82	35
11	83	35
39	84	35
82	85	35
99	86	35
53	87	35
40	88	35
29	89	35
55	90	35
64	91	35
61	92	35
81	93	35
47	94	35
5	95	35
59	96	35
99	97	35
52	98	35
33	99	35
36	100	35
35	0	36
65	1	36
99	2	36
91	3	36
65	4	36
61	5	36
62	6	36
49	7	36
34	8	36
21	9	36
26	10	36
21	11	36
5	12	36
46	13	36
61	14	36
44	15	36
45	16	36
50	17	36
37	18	36
13	19	36
35	20	36
29	21	36
25	22	36
75	23	36
43	24	36
43	25	36
75	26	36
61	27	36
93	28	36
65	29	36
39	30	36
32	31	36
7	32	36
55	33	36
87	34	36
51	35	36
75	36	36
72	37	36
45	38	36
56	39	36
77	40	36
97	41	36
78	42	36
71	43	36
79	44	36
97	45	36
13	46	36
51	47	36
19	48	36
53	49	36
53	50	36
46	51	36
38	52	36
26	53	36
35	54	36
33	55	36
30	56	36
23	57	36
42	58	36
67	59	36
85	60	36
35	61	36
9	62	36
50	63	36
55	64	36
56	65	36
56	66	36
49	67	36
34	68	36
3	69	36
65	70	36
52	71	36
53	72	36
43	73	36
46	74	36
81	75	36
57	76	36
25	77	36
91	78	36
17	79	36
85	80	36
68	81	36
49	82	36
42	83	36
69	84	36
95	85	36
41	86	36
41	87	36
35	88	36
39	89	36
38	90	36
51	91	36
67	92	36
58	93	36
45	94	36
40	95	36
87	96	36
61	97	36
51	98	36
44	99	36
42	100	36
42	0	37
63	1	37
59	2	37
58	3	37
41	4	37
49	5	37
45	6	37
50	7	37
48	8	37
46	9	37
40	10	37
39	11	37
43	12	37
59	13	37
50	14	37
44	15	37
45	16	37
46	17	37
41	18	37
32	19	37
27	20	37
31	21	37
49	22	37
63	23	37
38	24	37
13	25	37
37	26	37
19	27	37
71	28	37
93	29	37
93	30	37
39	31	37
7	32	37
48	33	37
53	34	37
21	35	37
95	36	37
74	37	37
45	38	37
41	39	37
49	40	37
49	41	37
65	42	37
27	43	37
67	44	37
56	45	37
45	46	37
53	47	37
54	48	37
59	49	37
55	50	37
45	51	37
36	52	37
31	53	37
33	54	37
30	55	37
13	56	37
38	57	37
47	58	37
27	59	37
79	60	37
45	61	37
40	62	37
56	63	37
53	64	37
51	65	37
58	66	37
58	67	37
35	68	37
41	69	37
52	70	37
53	71	37
77	72	37
46	73	37
43	74	37
55	75	37
65	76	37
21	77	37
95	78	37
69	79	37
95	80	37
64	81	37
23	82	37
39	83	37
50	84	37
29	85	37
44	86	37
38	87	37
19	88	37
55	89	37
7	90	37
34	91	37
36	92	37
41	93	37
35	94	37
23	95	37
29	96	37
7	97	37
49	98	37
51	99	37
48	100	37
29	0	38
38	1	38
19	2	38
42	3	38
67	4	38
52	5	38
87	6	38
60	7	38
62	8	38
77	9	38
49	10	38
53	11	38
69	12	38
27	13	38
37	14	38
39	15	38
44	16	38
47	17	38
49	18	38
49	19	38
11	20	38
36	21	38
61	22	38
33	23	38
33	24	38
33	25	38
44	26	38
59	27	38
49	28	38
13	29	38
50	30	38
52	31	38
73	32	38
79	33	38
58	34	38
63	35	38
76	36	38
87	37	38
71	38	38
60	39	38
41	40	38
99	41	38
81	42	38
41	43	38
38	44	38
15	45	38
61	46	38
63	47	38
85	48	38
73	49	38
57	50	38
42	51	38
31	52	38
37	53	38
41	54	38
43	55	38
77	56	38
70	57	38
83	58	38
33	59	38
5	60	38
27	61	38
50	62	38
81	63	38
51	64	38
56	65	38
66	66	38
89	67	38
9	68	38
75	69	38
49	70	38
15	71	38
9	72	38
20	73	38
26	74	38
11	75	38
35	76	38
19	77	38
70	78	38
71	79	38
71	80	38
71	81	38
73	82	38
73	83	38
66	84	38
77	85	38
71	86	38
49	87	38
75	88	38
75	89	38
79	90	38
44	91	38
3	92	38
37	93	38
31	94	38
13	95	38
55	96	38
59	97	38
89	98	38
62	99	38
53	100	38
97	0	39
44	1	39
19	2	39
24	3	39
25	4	39
5	5	39
39	6	39
42	7	39
62	8	39
63	9	39
65	10	39
57	11	39
65	12	39
47	13	39
32	14	39
37	15	39
45	16	39
51	17	39
58	18	39
73	19	39
45	20	39
42	21	39
44	22	39
32	23	39
30	24	39
36	25	39
48	26	39
71	27	39
53	28	39
42	29	39
42	30	39
49	31	39
29	32	39
9	33	39
39	34	39
99	35	39
61	36	39
63	37	39
69	38	39
87	39	39
69	40	39
69	41	39
83	42	39
47	43	39
32	44	39
21	45	39
53	46	39
55	47	39
68	48	39
93	49	39
59	50	39
36	51	39
11	52	39
45	53	39
51	54	39
57	55	39
76	56	39
85	57	39
69	58	39
19	59	39
33	60	39
67	61	39
54	62	39
51	63	39
52	64	39
57	65	39
62	66	39
62	67	39
44	68	39
63	69	39
57	70	39
91	71	39
1	72	39
1	73	39
29	74	39
35	75	39
46	76	39
31	77	39
97	78	39
74	79	39
71	80	39
77	81	39
97	82	39
59	83	39
64	84	39
71	85	39
93	86	39
13	87	39
11	88	39
42	89	39
41	90	39
63	91	39
52	92	39
49	93	39
40	94	39
32	95	39
21	96	39
87	97	39
67	98	39
56	99	39
51	100	39
93	0	40
23	1	40
47	2	40
11	3	40
5	4	40
27	5	40
83	6	40
9	7	40
81	8	40
49	9	40
91	10	40
61	11	40
87	12	40
39	13	40
9	14	40
35	15	40
49	16	40
54	17	40
61	18	40
58	19	40
54	20	40
43	21	40
41	22	40
21	23	40
21	24	40
32	25	40
41	26	40
51	27	40
54	28	40
63	29	40
27	30	40
73	31	40
85	32	40
56	33	40
81	34	40
63	35	40
9	36	40
85	37	40
73	38	40
71	39	40
79	40	40
83	41	40
31	42	40
32	43	40
21	44	40
15	45	40
75	46	40
9	47	40
39	48	40
59	49	40
47	50	40
33	51	40
25	52	40
81	53	40
61	54	40
60	55	40
85	56	40
25	57	40
89	58	40
60	59	40
43	60	40
52	61	40
49	62	40
17	63	40
49	64	40
60	65	40
62	66	40
54	67	40
43	68	40
23	69	40
25	70	40
44	71	40
42	72	40
95	73	40
53	74	40
57	75	40
83	76	40
55	77	40
65	78	40
58	79	40
64	80	40
68	81	40
57	82	40
47	83	40
63	84	40
57	85	40
49	86	40
36	87	40
33	88	40
43	89	40
52	90	40
83	91	40
95	92	40
73	93	40
47	94	40
57	95	40
32	96	40
13	97	40
39	98	40
45	99	40
45	100	40
83	0	41
83	1	41
51	2	41
15	3	41
33	4	41
15	5	41
46	6	41
40	7	41
54	8	41
57	9	41
95	10	41
9	11	41
99	12	41
83	13	41
54	14	41
93	15	41
63	16	41
55	17	41
42	18	41
47	19	41
69	20	41
35	21	41
59	22	41
43	23	41
33	24	41
30	25	41
33	26	41
37	27	41
49	28	41
19	29	41
77	30	41
56	31	41
54	32	41
49	33	41
31	34	41
65	35	41
46	36	41
97	37	41
69	38	41
47	39	41
95	40	41
17	41	41
99	42	41
29	43	41
7	44	41
91	45	41
71	46	41
44	47	41
41	48	41
48	49	41
39	50	41
25	51	41
26	52	41
11	53	41
39	54	41
39	55	41
23	56	41
28	57	41
64	58	41
91	59	41
27	60	41
48	61	41
75	62	41
85	63	41
68	64	41
70	65	41
73	66	41
49	67	41
51	68	41
33	69	41
11	70	41
21	71	41
30	72	41
7	73	41
33	74	41
38	75	41
41	76	41
42	77	41
51	78	41
31	79	41
57	80	41
75	81	41
19	82	41
46	83	41
79	84	41
45	85	41
11	86	41
50	87	41
56	88	41
46	89	41
41	90	41
87	91	41
64	92	41
23	93	41
19	94	41
57	95	41
37	96	41
33	97	41
39	98	41
41	99	41
42	100	41
75	0	42
70	1	42
59	2	42
47	3	42
35	4	42
39	5	42
49	6	42
51	7	42
39	8	42
33	9	42
3	10	42
93	11	42
45	12	42
61	13	42
33	14	42
51	15	42
56	16	42
67	17	42
5	18	42
18	19	42
13	20	42
30	21	42
7	22	42
59	23	42
40	24	42
23	25	42
25	26	42
17	27	42
87	28	42
75	29	42
58	30	42
21	31	42
27	32	42
37	33	42
13	34	42
23	35	42
15	36	42
55	37	42
61	38	42
61	39	42
67	40	42
59	41	42
45	42	42
61	43	42
89	44	42
85	45	42
73	46	42
57	47	42
89	48	42
54	49	42
46	50	42
42	51	42
46	52	42
39	53	42
47	54	42
69	55	42
27	56	42
1	57	42
49	58	42
11	59	42
1	60	42
40	61	42
65	62	42
69	63	42
67	64	42
81	65	42
61	66	42
53	67	42
58	68	42
48	69	42
44	70	42
73	71	42
52	72	42
46	73	42
36	74	42
23	75	42
3	76	42
19	77	42
69	78	42
52	79	42
81	80	42
60	81	42
27	82	42
40	83	42
37	84	42
35	85	42
13	86	42
99	87	42
97	88	42
43	89	42
95	90	42
13	91	42
51	92	42
61	93	42
42	94	42
1	95	42
26	96	42
43	97	42
43	98	42
40	99	42
40	100	42
72	0	43
63	1	43
69	2	43
79	3	43
64	4	43
58	5	43
59	6	43
63	7	43
21	8	43
31	9	43
29	10	43
47	11	43
31	12	43
73	13	43
50	14	43
27	15	43
43	16	43
55	17	43
65	18	43
9	19	43
67	20	43
67	21	43
81	22	43
62	23	43
45	24	43
23	25	43
29	26	43
33	27	43
62	28	43
65	29	43
59	30	43
51	31	43
75	32	43
61	33	43
40	34	43
44	35	43
79	36	43
47	37	43
61	38	43
73	39	43
55	40	43
58	41	43
77	42	43
83	43	43
77	44	43
87	45	43
81	46	43
21	47	43
38	48	43
33	49	43
48	50	43
52	51	43
77	52	43
54	53	43
41	54	43
15	55	43
30	56	43
34	57	43
65	58	43
9	59	43
85	60	43
47	61	43
79	62	43
58	63	43
51	64	43
5	65	43
37	66	43
44	67	43
79	68	43
59	69	43
47	70	43
57	71	43
59	72	43
91	73	43
40	74	43
17	75	43
38	76	43
97	77	43
60	78	43
27	79	43
41	80	43
57	81	43
48	82	43
51	83	43
45	84	43
11	85	43
24	86	43
41	87	43
43	88	43
32	89	43
35	90	43
89	91	43
66	92	43
77	93	43
87	94	43
7	95	43
24	96	43
33	97	43
29	98	43
38	99	43
40	100	43
77	0	44
75	1	44
76	2	44
78	3	44
85	4	44
71	5	44
65	6	44
85	7	44
79	8	44
41	9	44
36	10	44
37	11	44
63	12	44
37	13	44
67	14	44
27	15	44
37	16	44
44	17	44
49	18	44
38	19	44
23	20	44
91	21	44
74	22	44
62	23	44
57	24	44
57	25	44
35	26	44
39	27	44
65	28	44
63	29	44
54	30	44
49	31	44
52	32	44
49	33	44
42	34	44
36	35	44
15	36	44
56	37	44
65	38	44
52	39	44
23	40	44
44	41	44
61	42	44
95	43	44
51	44	44
51	45	44
64	46	44
45	47	44
9	48	44
59	49	44
63	50	44
41	51	44
85	52	44
59	53	44
53	54	44
63	55	44
46	56	44
41	57	44
35	58	44
27	59	44
63	60	44
65	61	44
81	62	44
33	63	44
77	64	44
45	65	44
40	66	44
9	67	44
65	68	44
62	69	44
43	70	44
49	71	44
63	72	44
60	73	44
19	74	44
27	75	44
36	76	44
60	77	44
49	78	44
25	79	44
31	80	44
49	81	44
58	82	44
70	83	44
83	84	44
5	85	44
33	86	44
81	87	44
5	88	44
9	89	44
37	90	44
54	91	44
49	92	44
37	93	44
43	94	44
17	95	44
28	96	44
39	97	44
47	98	44
44	99	44
42	100	44
85	0	45
84	1	45
83	2	45
73	3	45
47	4	45
3	5	45
48	6	45
81	7	45
67	8	45
21	9	45
34	10	45
5	11	45
39	12	45
42	13	45
49	14	45
39	15	45
33	16	45
37	17	45
49	18	45
71	19	45
34	20	45
35	21	45
64	22	45
55	23	45
65	24	45
49	25	45
17	26	45
25	27	45
97	28	45
68	29	45
46	30	45
41	31	45
35	32	45
42	33	45
42	34	45
43	35	45
49	36	45
99	37	45
97	38	45
49	39	45
27	40	45
33	41	45
13	42	45
83	43	45
62	44	45
65	45	45
81	46	45
25	47	45
41	48	45
46	49	45
83	50	45
77	51	45
60	52	45
47	53	45
50	54	45
54	55	45
51	56	45
41	57	45
7	58	45
9	59	45
85	60	45
72	61	45
83	62	45
54	63	45
68	64	45
60	65	45
69	66	45
95	67	45
25	68	45
81	69	45
17	70	45
33	71	45
58	72	45
69	73	45
51	74	45
43	75	45
21	76	45
58	77	45
56	78	45
48	79	45
45	80	45
53	81	45
63	82	45
91	83	45
65	84	45
35	85	45
23	86	45
48	87	45
47	88	45
44	89	45
50	90	45
42	91	45
38	92	45
35	93	45
33	94	45
24	95	45
34	96	45
49	97	45
75	98	45
50	99	45
44	100	45
95	0	46
93	1	46
99	2	46
66	3	46
40	4	46
49	5	46
43	6	46
38	7	46
3	8	46
39	9	46
77	10	46
55	11	46
46	12	46
45	13	46
